timestamp,consumption,holiday,temperature,consumption_outlier
2015-12-09 15:30:00,3731.0133017979097,_novalue_,15.25,False
2015-12-09 15:45:00,3565.609855809249,_novalue_,15.075,False
2015-12-09 16:00:00,3302.518468565541,_novalue_,14.9,False
2015-12-09 16:15:00,3393.5458683713805,_novalue_,14.5375,False
2015-12-09 16:30:00,3550.6236375485314,_novalue_,14.175,False
2015-12-09 16:45:00,3756.545377353207,_novalue_,13.8125,False
2015-12-09 17:00:00,3713.806903054123,_novalue_,13.45,False
2015-12-09 17:15:00,3769.866460251622,_novalue_,13.0875,False
2015-12-09 17:30:00,3683.27942141192,_novalue_,12.725,False
2015-12-09 17:45:00,3573.3804874999914,_novalue_,12.3625,False
2015-12-09 18:00:00,3482.908132814918,_novalue_,12.0,False
2015-12-09 18:15:00,3540.63282537472,_novalue_,11.9,False
2015-12-09 18:30:00,3819.2654759999127,_novalue_,11.8,False
2015-12-09 18:45:00,3760.430693198577,_novalue_,11.7,False
2015-12-09 19:00:00,3566.1649009300163,_novalue_,11.6,False
2015-12-09 19:15:00,3689.384917740361,_novalue_,11.575,False
2015-12-09 19:30:00,3809.829708946869,_novalue_,11.55,False
2015-12-09 19:45:00,3642.2060824751393,_novalue_,11.525,False
2015-12-09 20:00:00,3509.55029861175,_novalue_,11.5,False
2015-12-09 20:15:00,2869.0282292462653,_novalue_,11.425,False
2015-12-09 20:30:00,2519.349803162855,_novalue_,11.35,False
2015-12-09 20:45:00,2091.410015051253,_novalue_,11.275,False
2015-12-09 21:00:00,2166.8961514756083,_novalue_,11.2,False
2015-12-09 21:15:00,2423.8820423908764,_novalue_,11.249999999999998,False
2015-12-09 21:30:00,2056.9972175636794,_novalue_,11.3,False
2015-12-09 21:45:00,2229.061205001548,_novalue_,11.35,False
2015-12-09 22:00:00,2404.4554631640203,_novalue_,11.4,False
2015-12-09 22:15:00,2132.4833539880347,_novalue_,11.475,False
2015-12-09 22:30:00,1859.9561996912807,_novalue_,11.55,False
2015-12-09 22:45:00,1793.9058303199704,_novalue_,11.624999999999998,False
2015-12-09 23:00:00,1959.3092763086315,_novalue_,11.7,False
2015-12-09 23:15:00,1595.199677085271,_novalue_,11.525,False
2015-12-09 23:30:00,1830.538808290613,_novalue_,11.35,False
2015-12-09 23:45:00,1460.8787578595804,_novalue_,11.175,False
2015-12-10 00:00:00,1746.7269950547488,_novalue_,11.0,False
2015-12-10 00:15:00,1943.2129678063795,_novalue_,10.9,False
2015-12-10 00:30:00,2321.75374016969,_novalue_,10.8,False
2015-12-10 00:45:00,2393.909605869441,_novalue_,10.7,False
2015-12-10 01:00:00,2050.336676114472,_novalue_,10.6,False
2015-12-10 01:15:00,2147.469572248752,_novalue_,10.975,False
2015-12-10 01:30:00,2335.629868188873,_novalue_,11.35,False
2015-12-10 01:45:00,2083.084338239744,_novalue_,11.725,False
2015-12-10 02:00:00,2180.772279494792,_novalue_,12.1,False
2015-12-10 02:15:00,2273.464814662933,_novalue_,12.075,False
2015-12-10 02:30:00,2028.134871283779,_novalue_,12.05,False
2015-12-10 02:45:00,2093.6301955343224,_novalue_,12.025,False
2015-12-10 03:00:00,2189.6530014270684,_novalue_,12.0,False
2015-12-10 03:15:00,1904.9148544734344,_novalue_,11.9875,False
2015-12-10 03:30:00,2121.3824515726888,_novalue_,11.975,False
2015-12-10 03:45:00,2159.6805649056328,_novalue_,11.9625,False
2015-12-10 04:00:00,1955.979005584028,_novalue_,11.95,False
2015-12-10 04:15:00,1973.7404494485816,_novalue_,11.9375,False
2015-12-10 04:30:00,1995.387209158508,_novalue_,11.925,False
2015-12-10 04:45:00,1935.4423361156369,_novalue_,11.9125,False
2015-12-10 05:00:00,2013.148653023061,_novalue_,11.9,False
2015-12-10 05:15:00,2045.896315148333,_novalue_,11.9,False
2015-12-10 05:30:00,2167.451196596376,_novalue_,11.9,False
2015-12-10 05:45:00,2000.3826152454128,_novalue_,11.9,False
2015-12-10 06:00:00,1846.0800716720987,_novalue_,11.9,False
2015-12-10 06:15:00,1737.2912280017044,_novalue_,11.675,False
2015-12-10 06:30:00,2125.822812538827,_novalue_,11.45,False
2015-12-10 06:45:00,1934.3322458741025,_novalue_,11.225,False
2015-12-10 07:00:00,2097.5155113796936,_novalue_,11.0,False
2015-12-10 07:15:00,2411.116004613228,_novalue_,11.125,False
2015-12-10 07:30:00,2136.923714954173,_novalue_,11.25,False
